"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 13:01:41 CEST","Willie Rennie: voting Lib Dem on peach ballot can knock out nationalists 👇👇",28,9,3,"https://www.facebook.com/397986050296687/posts/3982447235183866"
"Scottish Labour Party","ScottishLabourParty","2021-05-02 13:00:15 CEST","🔔 Time is running out to play your part🔔 👟Sign up to join thousands of Labour activists safely knocking doors, making phone calls and reaching out to friends and family online – together we can deliver a national recovery for Scotland on Thursday 6 May #BothVotesLabour https://events.labour.org.uk/",44,17,15,"https://www.facebook.com/310039442421596/posts/4053895194702650"
"Scottish Green Party","ScottishGreens","2021-05-02 12:30:00 CEST","The Scottish Greens will place mental health at the heart of our healthcare system and ensure it has parity with physical health.",53,2,6,"https://www.facebook.com/17999726169/posts/10159257699496170"
"Scottish National Party (SNP)","theSNP","2021-05-02 12:02:32 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 The SNP Scottish Government’s Scottish Child Payment has been hailed as a “game-changer” in tackling child poverty. 💷 If re-elected, we will double the Scottish Child Payment to £20 per week, per child. 🗳️ Let’s keep #DeliveringforScotland - this Thursday, make it #BothVotesSNP",682,430,116,"https://www.facebook.com/77249349077/posts/10159440951614078"
"Scottish Labour Party","ScottishLabourParty","2021-05-02 12:00:00 CEST","Your second vote will decide who leads Scotland's opposition party. 🟠🗳️ Use your peach party vote to back Anas Sarwar on Thursday 6 May: 👇 https://iwillvote.org.uk/",64,6,24,"https://www.facebook.com/310039442421596/posts/4053865428038960"
"Scottish National Party (SNP)","theSNP","2021-05-02 11:02:50 CEST","🎥 Scottish legend of the stage and screen Elaine C. Smith will be highlighting the breadth of support for Scottish independence at our online Get Out The Vote rally. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch",1339,241,180,"https://www.facebook.com/77249349077/posts/10159440890139078"
"Scottish Labour Party","ScottishLabourParty","2021-05-02 11:00:33 CEST","""People in my community are crying out for a Scottish government that is ready to face the challenges people face today. That's why I'm voting Labour"" - Michael, Glasgow #BothVotesLabour #SP21 🌹",86,19,11,"https://www.facebook.com/310039442421596/posts/4053832528042250"
"Scottish Green Party","ScottishGreens","2021-05-02 11:00:01 CEST","Meet our co-leader Lorna Slater and find out what inspires her vision of a fairer, greener Scotland. 💚🏴󠁧󠁢󠁳󠁣󠁴󠁿",294,32,88,"https://www.facebook.com/17999726169/posts/10159257847966170"
"Scottish Conservatives","ScottishConservatives","2021-05-02 10:41:35 CEST","Poll after poll confirms that ONLY the Scottish Conservatives can stop an SNP majority and indyref2. If pro-UK voters unite and lend us their peach ballots, we can stop another referendum together. #PeachVoteTory https://www.thetimes.co.uk/article/snp-independence-hopes-knife-edge-scottish-holyrood-elections-3v8xpb3z5",799,156,33,"https://www.facebook.com/136308776480/posts/10157932905076481"
"Scottish Green Party","ScottishGreens","2021-05-02 09:48:01 CEST","The decisions that impact Scotland should be made here in Scotland, not by Boris Johnson. Vote for the Scottish Greens on May 6th. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",83,3,22,"https://www.facebook.com/17999726169/posts/10159257690476170"
"Scottish Labour Party","ScottishLabourParty","2021-05-02 09:30:00 CEST","🗓️ Only four days to go until polling day. 🌹This is our last chance to elect Labour MSPs who will fight for a national recovery on Thursday 6 May. 🏗️🏥🎒🍃 💪With your help we can build a better future for the country we all love 👇 https://events.labour.org.uk/",79,2,26,"https://www.facebook.com/310039442421596/posts/4053821561376680"
"Scottish National Party (SNP)","theSNP","2021-05-02 09:28:05 CEST","📢 If you want strong leadership, a plan for recovery and, when the time is right, a choice over Scotland’s future 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",1978,790,567,"https://www.facebook.com/77249349077/posts/10159440191004078"
"Scottish National Party (SNP)","theSNP","2021-05-02 09:01:34 CEST","📢 Nicola Sturgeon: ""On Thursday, I am asking people to make it #BothVotesSNP for the experienced leadership needed to keep Scotland safe and a serious programme for government to kick-start our recovery from the pandemic."" https://www.snp.org/this-election-can-be-a-watershed-moment-as-we-set-about-building-a-better-scotland-and-a-better-world/",989,225,86,"https://www.facebook.com/77249349077/posts/10159440757754078"
"Scottish Conservatives","ScottishConservatives","2021-05-02 08:43:11 CEST","The SNP started to ramp up their indyref2 push while Scotland was stuck in lockdown. #PeachVoteTory this Thursday to stop them from getting a majority and wrecking our recovery with another referendum.",326,84,52,"https://www.facebook.com/136308776480/posts/10157932756766481"
"Scottish Green Party","ScottishGreens","2021-05-02 08:30:00 CEST","Vote for a fairer, greener and independent Scotland. Vote for the Scottish Greens on May 6th. 💚🏴󠁧󠁢󠁳󠁣󠁴󠁿",52,2,4,"https://www.facebook.com/17999726169/posts/10159257679091170"
"Scottish Green Party","ScottishGreens","2021-05-02 00:15:00 CEST","Vote for 100,00 green jobs and a new green industrial strategy for Scotland. Vote for the Scottish Greens on May 6th. 🏴󠁧󠁢󠁳󠁣󠁴󠁿💚",23,9,1,"https://www.facebook.com/17999726169/posts/10159256255931170"
"Scottish National Party (SNP)","theSNP","2021-05-01 22:58:51 CEST","🚍 Our #BothVotesSNP buses have completed their first day touring Scotland. 🚏 Visiting Paul Wheelhouse in Ettrick, Roxburgh & Berwickshire, John Swinney in Perthshire North and Jim Fairlie in Perthshire South & Kinross-shire along with Nicola Sturgeon in Glasgow Southside 🗳 Make it #BothVotesSNP this Thursday.",1134,344,131,"https://www.facebook.com/77249349077/posts/10159439973199078"
"Scottish Green Party","ScottishGreens","2021-05-01 22:50:00 CEST","The main driving force of child poverty in Scotland is decisions made by the UK government. Scotland can do so much better.",61,1,13,"https://www.facebook.com/17999726169/posts/10159256251951170"
"Scottish Green Party","ScottishGreens","2021-05-01 21:34:00 CEST","Vote for a fairer, greener and independent Scotland in Europe. Vote for the Scottish Greens on May 6th. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺",55,0,5,"https://www.facebook.com/17999726169/posts/10159256244786170"
"Scottish National Party (SNP)","theSNP","2021-05-01 20:33:47 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Don't miss bestselling crime writer Val Mcdermid in conversation with Scotsman commentator Laura Waddell as they imagine a better Scotland. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube and Twitch.",1035,232,164,"https://www.facebook.com/77249349077/posts/10159439679719078"
"Scottish Conservatives","ScottishConservatives","2021-05-01 20:31:02 CEST","You can't trust Labour to stop indyref2, their own candidates support it 👇 This Thursday, voting Scottish Conservative with your party list vote, on the peach ballot paper, is the ONLY way to stop another referendum. #PeachVoteTory",215,25,13,"https://www.facebook.com/136308776480/posts/10157931570436481"
"Scottish Labour Party","ScottishLabourParty","2021-05-01 20:30:45 CEST","""Our children will, once again, flourish"" 🗳️ Back Anas Sarwar with your peach party ballot to put restoring Scotland's education system at the heart of our national recovery.",39,0,6,"https://www.facebook.com/310039442421596/posts/4052914701467366"
"Scottish Green Party","ScottishGreens","2021-05-01 20:00:00 CEST","Vote to secure a pro-independence majority in the next parliament. Vote for the Scottish Greens on May 6th. 🏴󠁧󠁢󠁳󠁣󠁴󠁿💚",110,6,17,"https://www.facebook.com/17999726169/posts/10159256219056170"
"Scottish Labour Party","ScottishLabourParty","2021-05-01 18:30:01 CEST","🗳️Members across the country are pounding the pavements and hitting the phones to make sure voters are using their second vote to back @AnasSarwar for a national recovery this Thursday. 🌹With us? Time is running out to play your part 👉 https://events.labour.org.uk/ #BothVotesLabour",63,5,8,"https://www.facebook.com/310039442421596/posts/4053915008034002"
"Scottish Green Party","ScottishGreens","2021-05-01 18:30:00 CEST","""What I'm most excited about in this election is our candidates."" Here's our co-leader Lorna Slater talking about some of the great women who are standing to be Scottish Green MSPs on May 6th! 💚",31,0,11,"https://www.facebook.com/17999726169/posts/10159256241296170"
"Scottish Conservatives","ScottishConservatives","2021-05-01 18:19:52 CEST","On Thursday, use your peach party vote for the Scottish Conservatives and let's show the nationalists and indyref2 the red card 👇📽️",413,85,24,"https://www.facebook.com/136308776480/posts/10157931286181481"
"Scottish National Party (SNP)","theSNP","2021-05-01 17:28:13 CEST","🎥 Stuart Braithwaite from recent UK album chart topping band Mogwai will be talking about why he's #BothVotesSNP at our Get Out The Vote rally on Sunday at 7pm. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱Or watch on Facebook, Twitter, YouTube and Twitch.",451,95,52,"https://www.facebook.com/77249349077/posts/10159439329529078"
"Scottish Labour Party","ScottishLabourParty","2021-05-01 17:05:26 CEST","Back Anas Sarwar with your second vote for a recovery that works for all of Scotland.",63,10,22,"https://www.facebook.com/310039442421596/posts/4053724701386366"
"Scottish Green Party","ScottishGreens","2021-05-01 17:00:29 CEST","The Scottish Greens will establish an independent watchdog to counter fake news and disinformation online, as well as a training programme to teach media literacy and critical thinking in schools.",125,12,16,"https://www.facebook.com/17999726169/posts/10159256210326170"
"Scottish Labour Party","ScottishLabourParty","2021-05-01 16:30:00 CEST","🌹 ""Labour are the only party that's produced a national recovery plan based on what people actually need."" - Kirsten, Glasgow 🟠🗳️Back Anas Sarwar with your peach party vote on Thursday 6 May for a national recovery.",128,7,20,"https://www.facebook.com/310039442421596/posts/4052907238134779"
"Scottish National Party (SNP)","theSNP","2021-05-01 16:25:12 CEST","🗳 On May 6, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister, secure #indyref2 and put Scotland’s recovery in Scotland’s hands. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 Together, we can create a greener and fairer future with independence.",519,457,137,"https://www.facebook.com/77249349077/posts/10159439233064078"
"Scottish Conservatives","ScottishConservatives","2021-05-01 16:12:36 CEST","Last weekend on the campaign trail ☀️ On Thursday use your peach party vote for the Scottish Conservatives and together let's stop an SNP majority, stop indyref2 and get the next Scottish Parliament 100% focussed on Scotland's recovery. #PeachVoteTory",737,80,26,"https://www.facebook.com/136308776480/posts/10157931053191481"
"Scottish National Party (SNP)","theSNP","2021-05-01 15:39:49 CEST","🚍 Our #BothVotesSNP buses have completed their first stops in their tour of Scotland. 🚏 Visiting Ash Denham in Edinburgh Eastern, Sarah Masson in Edinburgh West and Christine Grahame in Midlothian South, Tweeddale and Lauderdale. 🗳 Make it #BothVotesSNP this Thursday.",1763,434,173,"https://www.facebook.com/77249349077/posts/10159439151344078"
"Scottish Green Party","ScottishGreens","2021-05-01 15:30:20 CEST","Vote for the Scottish Greens on May 6th to end homework for primary school pupils and focus on classroom teaching. 💚",109,27,5,"https://www.facebook.com/17999726169/posts/10159256214256170"
"Scottish Conservatives","ScottishConservatives","2021-05-01 15:21:31 CEST","This is our chance to show another referendum the red card. Use your peach party list vote for the Scottish Conservatives to take the SNP’s obsession off the pitch, and get all of the focus onto rebuilding Scotland. #PeachVoteTory",845,161,45,"https://www.facebook.com/136308776480/posts/10157930927731481"
"Scottish National Party (SNP)","theSNP","2021-05-01 14:52:16 CEST","📢 Golden Globe and Emmy Award winning actor Brian Cox will be discussing the state of the union at our Get Out The Vote rally this Sunday. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch.",1223,326,230,"https://www.facebook.com/77249349077/posts/10159439077209078"
