"snsname","snshandle","datetime","text","likes","comments","shares","postlink"
"Scottish Liberal Democrats","ScotLibDems","2021-05-04 12:05:25 CEST","Willie Rennie has today used a campaign stop in Edinburgh to urge voters to reach for recovery and declare that his party can make the gains that will ensure the next parliament #PutRecoveryFirst , not independence. Read more 👇",26,4,7,"https://www.facebook.com/397986050296687/posts/3987701524658437"
"Scottish Labour Party","ScottishLabourParty","2021-05-04 12:00:00 CEST","❕ GET READY ❕ What? The election of your Scottish Labour MSP. When? Thursday 6 May, 7am-10pm. Where? iwillvote.org.uk/",66,8,11,"https://www.facebook.com/310039442421596/posts/4060181497407353"
"Scottish Conservatives","ScottishConservatives","2021-05-04 11:49:59 CEST","We've taken our message up and down the country speaking to tens of thousands of people all over Scotland over the last few weeks. This Thursday, make it #PeachVoteTory and together we can deliver a Scottish Parliament 100% focused on Scotland's recovery.",714,82,25,"https://www.facebook.com/136308776480/posts/10157937425181481"
"Scottish National Party (SNP)","theSNP","2021-05-04 11:43:00 CEST","🚴‍♂️ We'll provide free bikes for all children of school age who can't afford them, so every child in Scotland leaves school able to cycle safely. 🏴󠁧󠁢󠁳󠁣󠁴󠁿 This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",226,151,43,"https://www.facebook.com/77249349077/posts/10159445239744078"
"Scottish Labour Party","ScottishLabourParty","2021-05-04 11:00:11 CEST","👟#LabourDoorstep is back. ⏰ With 9 days left to go, join the thousands of Scottish Labour members back out campaigning for voters to use their second party vote to backAnas Sarwar for a national recovery. #BothVotesLabour Ready? Volunteer here:👇 https://events.labour.org.uk",19,1,3,"https://www.facebook.com/310039442421596/posts/4060170737408429"
"Scottish Green Party","ScottishGreens","2021-05-04 11:00:00 CEST","Vote like our future depends on it. Because it does. Vote for the Scottish Greens on Thursday. 🗳️",27,0,25,"https://www.facebook.com/17999726169/posts/10159262511876170"
"Scottish National Party (SNP)","theSNP","2021-05-04 10:50:33 CEST","🍝 If re-elected we will provide free school breakfasts and lunches to every primary school pupil in Scotland, all year round - saving families an estimated £650 a year. 🗳Make it #BothVotesSNP this Thursday to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery into Scotland’s hands.",384,282,84,"https://www.facebook.com/77249349077/posts/10159445205804078"
"Scottish Conservatives","ScottishConservatives","2021-05-04 10:38:45 CEST","Six polls this week show the Scottish Conservatives are the ONLY party who can stop an SNP majority and their push for indyref2. This Thursday, use your peach ballot paper for the Scottish Conservatives to make sure your vote counts. #PeachVoteTory",499,80,45,"https://www.facebook.com/136308776480/posts/10157937335701481"
"Scottish Labour Party","ScottishLabourParty","2021-05-04 10:30:36 CEST","Don’t let them con you. Here’s the Scottish Parliament voting system explained.",50,4,24,"https://www.facebook.com/310039442421596/posts/4061364377289065"
"Scottish Labour Party","ScottishLabourParty","2021-05-04 10:00:01 CEST","We can put an end to old divisions, hold the SNP to account and get our parliament focused on our national recovery. Use your peach party vote to back Anas Sarwar this Thursday 👇 https://iwillvote.org.uk/",18,1,13,"https://www.facebook.com/310039442421596/posts/4060153957410107"
"Scottish Green Party","ScottishGreens","2021-05-04 09:50:00 CEST","Vote to ensure the option of a residential trip for every primary and secondary school student in Scotland. Vote for the Scottish Greens this Thursday. 💚🗳️",32,1,3,"https://www.facebook.com/17999726169/posts/10159262462506170"
"Scottish Conservatives","ScottishConservatives","2021-05-04 09:29:12 CEST","Read Ruth Davidson's open letter to all pro-UK voters ahead of Thursday's election 👇",1138,209,128,"https://www.facebook.com/136308776480/posts/10157937255161481"
"Scottish Labour Party","ScottishLabourParty","2021-05-04 09:00:01 CEST","🌹Help elect Labour MSPs who will fight for a national recovery. Ready? ⏱️There's just TWO days left: ☎️ Make those calls 👟 Knock those doors 🏗️ Build a fairer Scotland 👉https://events.labour.org.uk",73,1,25,"https://www.facebook.com/310039442421596/posts/4060135674078602"
"Scottish Green Party","ScottishGreens","2021-05-04 08:30:01 CEST","A fairer, greener and better Scotland is possible. But you need to vote for it. Vote to deliver the change that Scotland needs. Vote for the Scottish Greens on Thursday. 🗳️🏴󠁧󠁢󠁳󠁣󠁴󠁿",80,3,18,"https://www.facebook.com/17999726169/posts/10159262455426170"
"Scottish Conservatives","ScottishConservatives","2021-05-04 08:26:15 CEST","We need to be 100% focused on recovery and nothing else. Peach party vote for the Scottish Conservatives to stop another referendum – it’s as simple as that. #PeachVoteTory",634,59,45,"https://www.facebook.com/136308776480/posts/10157937201056481"
"Scottish Conservatives","ScottishConservatives","2021-05-03 23:04:31 CEST","Professor John Curtice: ""No less than 15% of those backing Labour on the constituency ballot are supporting the Conservatives on the list."" #PeachVoteTory - the ONLY party with the strength to stop the SNP and secure our recovery. https://www.bbc.com/news/uk-scotland-scotland-politics-56969880.amp",286,50,11,"https://www.facebook.com/136308776480/posts/10157936394836481"
"Scottish Green Party","ScottishGreens","2021-05-03 21:59:00 CEST","Vote to end fox hunting for good and protect Scotland's wildlife. 🦊 Vote for the Scottish Greens on Thursday. 🗳️",136,8,6,"https://www.facebook.com/17999726169/posts/10159261987261170"
"Scottish Conservatives","ScottishConservatives","2021-05-03 21:04:01 CEST","A rainy day on the campaign trail but that didn't stop us 👇 #PeachVoteTory this Thursday to stop an SNP majority and ensure the next Scottish Parliament is 100% focused on rebuilding Scotland.",1063,109,40,"https://www.facebook.com/136308776480/posts/10157936133906481"
"Scottish Green Party","ScottishGreens","2021-05-03 20:29:46 CEST","Join Patrick Harvie, Cllr Kim Long, Claire Bailey MLA, and former Green MEP Molly Scott Cato as they discus Scotland's Future in the runup to the election this Thursday.",50,59,18,"https://www.facebook.com/17999726169/posts/1196012977502035"
"Scottish National Party (SNP)","theSNP","2021-05-03 20:12:42 CEST","👇 We have a duty to strengthen and protect our NHS, and if re-elected we'll do just that: 👨‍⚕️ A National Care Service 🏥 £2.5 billion NHS funding increase 💛 25% increase in Mental Health funding 🏥 Biggest NHS pay rise in history of devolution 🗳 Make it #BothVotesSNP.",1059,492,247,"https://www.facebook.com/77249349077/posts/10159444065799078"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 20:00:08 CEST","Tackle Scotland’s mental health crisis or another referendum. It’s your choice. Use your peach ballot for Scottish Labour for an NHS recovery.",112,5,21,"https://www.facebook.com/310039442421596/posts/4059515574140612"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 19:30:00 CEST","Our planet is burning. We can’t lose another five years. Use your second vote for Scottish Labour for a climate recovery, not a referendum.",68,1,11,"https://www.facebook.com/310039442421596/posts/4059508944141275"
"Scottish Conservatives","ScottishConservatives","2021-05-03 19:18:35 CEST","The SNP's record in government is a disaster 👇 On every key issue, they’ve overpromised and woefully underdelivered. #PeachVoteTory this Thursday to stop them taking their eye off the ball and get our Parliament focused on what matters",663,263,104,"https://www.facebook.com/136308776480/posts/10157935831426481"
"Scottish Liberal Democrats","ScotLibDems","2021-05-03 19:00:11 CEST","I want to extend a hand to the majority of Green supporters who recognise that the climate emergency is more important than a few more votes for independence. I want to build bridges to rebuild Scotland. Willie Rennie #PutRecoveryFirst 👇",8,0,1,"https://www.facebook.com/397986050296687/posts/3985228641572392"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 19:00:01 CEST","300,000 Scots don’t know if they have a job to go back to. We need a jobs recovery, not a referendum.",133,20,56,"https://www.facebook.com/310039442421596/posts/4059502977475205"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 18:30:21 CEST","Clear the cancer backlog or another referendum. It’s your choice. Use your peach ballot for Scottish Labour for an NHS recovery.",218,206,80,"https://www.facebook.com/310039442421596/posts/4059497160809120"
"Scottish National Party (SNP)","theSNP","2021-05-03 18:29:47 CEST","📢 The choice Scotland faces is clear: ❌ Disability Cuts, Child Poverty, Austerity from Westminster. 💛 Or an SNP scottish Government guided by fairness, equality and compassion - building a Scotland where no one’s left behind. 🗳 On Thursday, make it #BothVotesSNP",2273,733,1221,"https://www.facebook.com/77249349077/posts/10159443867424078"
"Scottish Green Party","ScottishGreens","2021-05-03 18:12:25 CEST","Vote for the Scottish Greens on Thursday to secure a pro-independence majority and a referendum. 💚🏴󠁧󠁢󠁳󠁣󠁴󠁿",341,72,28,"https://www.facebook.com/17999726169/posts/10159261477071170"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 18:01:29 CEST","For a: 🏗️Jobs recovery ✅ 🏥NHS recovery ✅ 🎒Education recovery ✅ 🌍Climate recovery ✅ 🤝Community recovery ✅ Make it #BothVotesLabour on Thursday 6 May.",9,0,6,"https://www.facebook.com/310039442421596/posts/4059436220815214"
"Scottish Liberal Democrats","ScotLibDems","2021-05-03 17:30:18 CEST","I want to extend a hand to people who have voted SNP in the past but recognise now is not the moment for a referendum. I want to #PutRecoveryFirst Willie Rennie 👇",10,0,2,"https://www.facebook.com/397986050296687/posts/3985225068239416"
"Scottish Conservatives","ScottishConservatives","2021-05-03 17:00:24 CEST","If you want to prevent an SNP majority and stop indyref2, then a peach ballot for Labour is a wasted vote - 20 polls in the last few months confirm that. There is only one way to guarantee that the SNP don’t get another referendum - #PeachVoteTory.",308,101,45,"https://www.facebook.com/136308776480/posts/10157935569846481"
"Scottish National Party (SNP)","theSNP","2021-05-03 16:56:59 CEST","Make it #BothVotesSNP to keep delivering progress and equality for women. 🩺 Tackle health inequalities 🤝 Women's Business Centre 👶🏻 Wraparound childcare system 💛£100m Equally Safe strategy to combat violence Read our bold #SNPManifesto plan: https://www.snp.org/2021-women-manifesto/",706,210,114,"https://www.facebook.com/77249349077/posts/10159443709019078"
"Scottish Liberal Democrats","ScotLibDems","2021-05-03 16:45:58 CEST","The pandemic has torn through our lives. We owe it to every family who has lost someone and every child who has missed out on education to try to bring the country back together and focus on the recovery. 👇",4,1,0,"https://www.facebook.com/397986050296687/posts/3985218578240065"
"Scottish Green Party","ScottishGreens","2021-05-03 16:23:37 CEST","Vote for 100,000 new green jobs this Thursday. Vote for the Scottish Greens. 💚",47,2,8,"https://www.facebook.com/17999726169/posts/10159261318896170"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 16:01:00 CEST","We have what it takes. Help us build an alternative to the SNP, focus on recovery and stop a referendum. #BothVotesLabour",181,124,48,"https://www.facebook.com/310039442421596/posts/4059133474178822"
"Scottish National Party (SNP)","theSNP","2021-05-03 15:59:28 CEST","🚌 The #SNPBusTour is criss-crossing Scotland to take our positive message to every corner of the country. 🗳 On Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland's recovery into Scotland's hands.",1613,521,188,"https://www.facebook.com/77249349077/posts/10159443608704078"
"Scottish Conservatives","ScottishConservatives","2021-05-03 15:52:15 CEST","This is beyond irresponsible. When we should be entirely focused on rebuilding and recovery, Sturgeon will plunge us into chaos and uncertainty. #PeachVoteTory this Thursday to stop an SNP majority and stop indyref2 wrecking our recovery.",219,171,32,"https://www.facebook.com/136308776480/posts/10157935452981481"
"Scottish Liberal Democrats","ScotLibDems","2021-05-03 15:33:08 CEST","If voters elect Liberal Democrat MSPs on Thursday we can make sure that the next five years are focused on recovery, not division. Willie Rennie #PutRecoveryFirst 👇",2,2,0,"https://www.facebook.com/397986050296687/posts/3985214981573758"
"Scottish National Party (SNP)","theSNP","2021-05-03 15:25:49 CEST","🦷 If re-elected, we will abolish all NHS dental charges. 💻 This is how we'll build a stronger NHS and a fairer society: snp.org/manifesto:=:https://www.snp.org/manifesto/ 🗳️ This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and put Scotland’s recovery in Scotland’s hands.",571,292,142,"https://www.facebook.com/77249349077/posts/10159443556994078"
"Scottish Liberal Democrats","ScotLibDems","2021-05-03 15:20:00 CEST","The pandemic has torn through our lives. We owe it to every family who has lost someone and every child who has missed out on education to try to bring the country back together and focus on the recovery. Willie Rennie",37,3,1,"https://www.facebook.com/397986050296687/posts/3985206884907901"
"Scottish Green Party","ScottishGreens","2021-05-03 14:40:00 CEST","Vote for rent controls and tenants rights this Thursday. Vote for the Scottish Greens. 🏠",130,2,19,"https://www.facebook.com/17999726169/posts/10159261032876170"
"Scottish Liberal Democrats","ScotLibDems","2021-05-03 14:13:48 CEST","Willie Rennie during a campaign stop at Edinburgh Zoo said that electing Lib Dem MSPs can build bridges for the next five years and ensure the parliament is not dominated by arguments over borders, currencies and another independence referendum. 👇",16,7,1,"https://www.facebook.com/397986050296687/posts/3985193861575870"
"Scottish Conservatives","ScottishConservatives","2021-05-03 13:53:07 CEST","A second independence referendum would needlessly divide our country and at the worst possible time. To avoid risking our shared goal of recovery, use your peach party vote for the Scottish Conservatives, and together as one United Kingdom, we can move onto the task of rebuilding.",758,110,61,"https://www.facebook.com/136308776480/posts/10157935249821481"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 13:30:00 CEST","Made your plan to vote on 6 May? Here's everything you need to know 👇🏼 https://iwillvote.org.uk/",21,5,8,"https://www.facebook.com/310039442421596/posts/4058749507550552"
"Scottish Green Party","ScottishGreens","2021-05-03 13:26:46 CEST","Vote for a fairer, greener and independent Scotland this Thursday! Vote for the Scottish Greens. 🏴󠁧󠁢󠁳󠁣󠁴󠁿💚",39,1,6,"https://www.facebook.com/17999726169/posts/10159261019876170"
"Scottish National Party (SNP)","theSNP","2021-05-03 12:58:30 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Only the SNP offers the bold ideas for Scotland's recovery. 🛑 A vote for Anas Sarwar’s Labour is a vote to keep Scotland's future in the hands of Boris Johnson. 🗳 This Thursday, make it #BothVotesSNP. https://www.snp.org/vote-for-labour-a-gift-for-boris-johnson/",671,362,119,"https://www.facebook.com/77249349077/posts/10159443341584078"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 12:30:51 CEST","""We have a chance to move on from arguments of the past and focus on a national recovery"" - Aaron, a young carer from North Ayrshire. Back Anas Sarwar for a national recovery and make it #BothVotesLabour. #SP21",64,5,18,"https://www.facebook.com/310039442421596/posts/4053953741363462"
"Scottish Conservatives","ScottishConservatives","2021-05-03 11:45:37 CEST","Recent polls show the clear threat of an SNP majority that would wreck Scotland’s recovery. This Thursday, if pro-UK voters come together and use their peach ballots for the Scottish Conservatives, we can deny the SNP that majority, stop indyref2 and save our recovery. #PeachVoteTory",335,94,36,"https://www.facebook.com/136308776480/posts/10157935091066481"
"Scottish National Party (SNP)","theSNP","2021-05-03 11:45:34 CEST","💛 If re-elected, the SNP will deliver a National Care Service for Scotland. 🗳 If you want to see an SNP Government - you have to vote for it. This Thursday, make it #BothVotesSNP to re-elect Nicola Sturgeon as First Minister and and put Scotland’s recovery in Scotland’s hands.",527,331,140,"https://www.facebook.com/77249349077/posts/10159443226674078"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 11:30:51 CEST","We need your help to build a fairer, stronger Scotland. Ready? ⏱️You have three days left to play your part👇 👟Get out there ✅ 🤳Make those phonecalls ✅ 🗞️Deliver those leaflets ✅ 🚪Chap those doors ✅ 🌹Build a fairer, better Scotland ✅ 👉https://events.labour.org.uk/",20,2,5,"https://www.facebook.com/310039442421596/posts/4053947334697436"
"Scottish Green Party","ScottishGreens","2021-05-03 11:20:00 CEST","""We just don’t believe that being part of Boris Johnson’s Brexit Britain is the best path for Scotland...” Vote for a fairer, greener and independent Scotland. Vote for the Scottish Greens on May 6th. 💚🏴󠁧󠁢󠁳󠁣󠁴󠁿",198,8,25,"https://www.facebook.com/17999726169/posts/10159260145361170"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 10:30:00 CEST","⏱️THREE DAYS UNTIL POLLING DAY! 🗓 This is our chance - Play YOUR part in electing Labour MSPs for a national recovery. 👟 Join the thousands of Scottish Labour volunteers hitting the #LabourDoorstep before Thursday 👉🏽 https://events.labour.org.uk/",71,15,11,"https://www.facebook.com/310039442421596/posts/4053930658032437"
"Scottish Green Party","ScottishGreens","2021-05-03 09:50:00 CEST","Join us here on Facebook TONIGHT at 7.30pm, when our co-leader Patrick Harvie and Glasgow lead candidate Kim Long will be joined by special guests to discuss Scotland's future, independence and Europe. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺💚",22,0,3,"https://www.facebook.com/17999726169/posts/10159260141221170"
"Scottish Labour Party","ScottishLabourParty","2021-05-03 09:30:00 CEST","Imagine what we could achieve by working together. Don’t risk a return to the old arguments. #BothVotesLabour",65,7,162,"https://www.facebook.com/310039442421596/posts/4057056284386541"
"Scottish Conservatives","ScottishConservatives","2021-05-03 09:08:23 CEST","📣 Rishi Sunak on how to stop the SNP wrecking our recovery - #PeachVoteTory 👇",643,90,50,"https://www.facebook.com/136308776480/posts/10157934920456481"
"Scottish Green Party","ScottishGreens","2021-05-03 08:27:00 CEST","Westminster is broken. This week we have the power to change things for the better and to build a fairer, greener and independent Scotland. Vote for the Scottish Greens this Thursday. 🏴󠁧󠁢󠁳󠁣󠁴󠁿",71,2,16,"https://www.facebook.com/17999726169/posts/10159260138516170"
"Scottish Green Party","ScottishGreens","2021-05-03 00:20:01 CEST","We cannot go back to how things were. A vote for the Scottish Greens is a vote to do things differently and build a fairer, greener Scotland. Vote for the Scottish Greens on May 6th. 💚",73,6,9,"https://www.facebook.com/17999726169/posts/10159257753241170"
"Scottish Green Party","ScottishGreens","2021-05-02 23:00:00 CEST","Vote to rewild one third of Scotland's public land. Vote for the Scottish Greens on May 6th. 🐿️🌳",73,1,9,"https://www.facebook.com/17999726169/posts/10159257743961170"
"Scottish Green Party","ScottishGreens","2021-05-02 21:30:00 CEST","Vote for new ferry routes between Scotland and Europe. Vote for the Scottish Greens on May 6th. 🇪🇺🚢",98,6,9,"https://www.facebook.com/17999726169/posts/10159257750306170"
"Scottish National Party (SNP)","theSNP","2021-05-02 21:23:53 CEST","🤯 Mother of God! 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #LineofDuty star, Martin Compston, on why he believes Scotland's future should be in Scotland's hands. 🗳 Join him in making it #BothVotesSNP to put Scotland's future in Scotland's hands, not Boris Johnson's.",2826,621,635,"https://www.facebook.com/77249349077/posts/10159442000664078"
"Scottish National Party (SNP)","theSNP","2021-05-02 21:15:57 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Thursday, May 6 is the most important election in Scotland's history. It will decide how we recover from the pandemic and the kind of future Scotland we want to build. 🗳 Make it #BothVotesSNP to re-elect Nicola Sturgeon and put Scotland's future in Scotland's hands.",1689,146,351,"https://www.facebook.com/77249349077/posts/10159441984119078"
"Scottish National Party (SNP)","theSNP","2021-05-02 20:44:48 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Val McDermid imagines the better Scotland that can be achieved through independence. 🗳 Make it #BothVotesSNP on Thursday 6th May to give Scotland a choice over its future.",1239,153,217,"https://www.facebook.com/77249349077/posts/10159441916389078"
"Scottish Conservatives","ScottishConservatives","2021-05-02 20:01:36 CEST","Fantastic last weekend on the campaign trail. On Thursday, if pro-UK voters come together and use their peach ballots for the Scottish Conservatives, we can get all of the focus back to where it belongs - rebuilding Scotland. #PeachVoteTory",807,119,20,"https://www.facebook.com/136308776480/posts/10157933770196481"
"Scottish Labour Party","ScottishLabourParty","2021-05-02 20:00:08 CEST","🎒Supporting parents and getting our children's education back on track is at the heart of our national recovery. 🟠🗳️ Use your peach party ballot to back Anas Sarwar and our national recovery plan for Scotland #BothVotesLabour",21,2,6,"https://www.facebook.com/310039442421596/posts/4053906354701534"
"Scottish Green Party","ScottishGreens","2021-05-02 20:00:01 CEST","Yasmin is voting for the Scottish Greens so that Scotland can be a fairer, greener and independent country that acts for peace on the world stage. ☮️🏴󠁧󠁢󠁳󠁣󠁴󠁿 Are you voting Green for the first time on May 6th?",42,0,1,"https://www.facebook.com/17999726169/posts/10159257736326170"
"Scottish National Party (SNP)","theSNP","2021-05-02 19:57:31 CEST","🚨 We’re live for our Get Out The Vote rally - hosted by Alan Cumming and featuring an array of famous Scots for a night of politics, discussion, music and fun. 🤳 Tag your friends, get involved and tweet with #SNPGOTVRally. 🗳 On Thursday, #BothVotesSNP.",1265,3716,1328,"https://www.facebook.com/77249349077/posts/3562373030655469"
"Scottish National Party (SNP)","theSNP","2021-05-02 19:39:47 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Only half an hour until our Get Out the Vote rally featuring a host of famous Scots for a night of politics, discussion, music and more. 📱Everyone can watch on Facebook, Twitter, YouTube & Twitch ✍🏻 SNP members can sign up here to have a blether: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 🎶 The track Air Fàir an Là by Niteworks is the soundtrack to tonight’s introduction. #SNPGOTVrally",488,353,156,"https://www.facebook.com/77249349077/posts/10159441748689078"
"Scottish National Party (SNP)","theSNP","2021-05-02 19:00:20 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Join us tonight at 7pm for our Get Out the Vote rally featuring a whole host of famous Scots for a night of politics, discussion, music and more. ✍🏻 SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch",515,256,127,"https://www.facebook.com/77249349077/posts/10159441660569078"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 18:48:00 CEST","The peach ballot paper is a proportional voting system so every vote counts to #PutRecoveryFirst 🗳 #bothvoteslibdem",38,7,0,"https://www.facebook.com/397986050296687/posts/3982546991840557"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 18:45:00 CEST","We will #PutRecoveryFirst 👍",12,24,1,"https://www.facebook.com/397986050296687/posts/3980495358712387"
"Scottish Labour Party","ScottishLabourParty","2021-05-02 18:30:40 CEST","🗳 Members across the country are pounding the pavements and hitting the phones to make sure voters are using their second vote to back Anas Sarwar for a national recovery this Thursday. 🌹With us? Time is running out to play your part 👉 https://events.labour.org.uk #BothVotesLabour",70,13,7,"https://www.facebook.com/310039442421596/posts/4056712414420928"
"Scottish Green Party","ScottishGreens","2021-05-02 18:30:00 CEST","Join us here on Facebook tomorrow from 7.30, when our co-leader Patrick Harvie and Glasgow lead candidate Kim Long will be joined by fantastic guest speakers as we discuss Scotland's future. 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺",13,0,1,"https://www.facebook.com/17999726169/posts/10159257718486170"
"Scottish Conservatives","ScottishConservatives","2021-05-02 18:16:15 CEST","The threat has never been more real. If Sturgeon secures a majority, she will hold indyref2 before Scotland’s recovery from Covid. If pro-UK voters lend the Scottish Conservatives their peach party vote, we can stop them, just like we did in 2016. #PeachVoteTory",214,85,28,"https://www.facebook.com/136308776480/posts/10157933565196481"
"Scottish National Party (SNP)","theSNP","2021-05-02 18:00:51 CEST","🚨 Tune into to our Get Out The Vote Rally tonight at 7pm as we interrogate Line of Duty star Martin Compston. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch.",1527,485,655,"https://www.facebook.com/77249349077/posts/10159441544199078"
"Scottish National Party (SNP)","theSNP","2021-05-02 17:46:45 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Don’t miss our Get Out The Vote Rally tonight at 7pm where Alan Cumming will be conducting a feature length interview with SNP Leader Nicola Sturgeon ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch",709,110,82,"https://www.facebook.com/77249349077/posts/10159441518304078"
"Scottish National Party (SNP)","theSNP","2021-05-02 17:39:57 CEST","🏴󠁧󠁢󠁳󠁣󠁴󠁿 Don't miss bestselling crime writer Val Mcdermid in conversation with Scotsman commentator Laura Waddell as they imagine a better Scotland. ✍️ SNP members can sign up here: snp.org/events/get-out:=:https://www.snp.org/events/get-out-the-vote-rally/… 📱You can also watch on Facebook, Twitter, YouTube and Twitch.",499,142,49,"https://www.facebook.com/77249349077/posts/10159441506574078"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 17:23:01 CEST","By voting for Liberal Democrats MSPs voters on the list, voters can help us cross the finish line and ensure that the next Parliament is packed with MSPs who will focus on education, mental health and the climate emergency, not another independence referendum.",27,5,1,"https://www.facebook.com/397986050296687/posts/3982540385174551"
"Scottish Green Party","ScottishGreens","2021-05-02 17:00:01 CEST","In 4 days time we will go to the polls for the most important election since devolution. Vote like our future depends on it. Because it really does. Vote for the Scottish Greens on May 6th. 💚",20,0,6,"https://www.facebook.com/17999726169/posts/10159257710261170"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 16:15:00 CEST","The peach ballot paper is a proportional voting system so every vote counts to put recovery first. 🗳 Read more 👉https://bit.ly/3nExggJ:=:https://www.scotlibdems.org.uk/rennie_voting_lib_dem_on_peach_ballot_can_knock_out_nationalists",21,7,2,"https://www.facebook.com/397986050296687/posts/3982528201842436"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 16:09:03 CEST","Willie Rennie on the Andrew Marr show this morning. 👇",22,1,0,"https://www.facebook.com/397986050296687/posts/3982837061811550"
"Scottish Conservatives","ScottishConservatives","2021-05-02 16:08:35 CEST","We have FOUR DAYS left to stop an SNP majority and another referendum. Use your peach party vote for the Scottish Conservatives and together we can rebuild Scotland. #PeachVoteTory",935,121,64,"https://www.facebook.com/136308776480/posts/10157933345031481"
"Scottish Labour Party","ScottishLabourParty","2021-05-02 16:00:00 CEST","Your vote could be the key to a better government and a better opposition for Scotland 🌹 Make your plan to vote on 6 May 👇🏼 https://iwillvote.org.uk/",32,1,16,"https://www.facebook.com/310039442421596/posts/4053898521368984"
"Scottish Green Party","ScottishGreens","2021-05-02 15:28:01 CEST","Nuclear weapons are a moral abomination and must be removed from Scotland. Vote for the Scottish Greens on May 6th to disarm Trident. ☮️",432,39,42,"https://www.facebook.com/17999726169/posts/10159257706741170"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 15:25:02 CEST","At this election I want to secure new seats in every corner of Scotland from the Borders to the Highlands and prevent a nationalist majority. I want to #PutRecoveryFirst Willie Rennie",31,10,0,"https://www.facebook.com/397986050296687/posts/3982513655177224"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 15:02:32 CEST","Willie Rennie on Andrew Marr and Sophie Ridge this morning setting out our stall just 5 days before polls open. While journalists might want to talk about arguments over independence, we will focus on the real issues and on putting the recovery first for Scotland.",23,6,38,"https://www.facebook.com/397986050296687/posts/3982681035160486"
"Scottish National Party (SNP)","theSNP","2021-05-02 14:52:20 CEST","🎤 Join us at our Get Out The Vote rally this Sunday at 7pm for a musical performance by Littlestchicken. ✍️ SNP members can sign up here: snp.org/events/get-out-the-vote-rally/:=:https://www.snp.org/events/get-out-the-vote-rally/ 📱You can also watch on Facebook, Twitter, YouTube & Twitch.",551,162,73,"https://www.facebook.com/77249349077/posts/10159441189724078"
"Scottish Liberal Democrats","ScotLibDems","2021-05-02 14:42:00 CEST","By voting for Liberal Democrats MSPs voters on the list, voters can help us cross the finish line and ensure that the next Parliament is packed with MSPs who will focus on education, mentalhealth and the climateemergency, not another independence referendum #PutRecoveryFirst 👍",37,12,1,"https://www.facebook.com/397986050296687/posts/3982487218513201"
"Scottish Green Party","ScottishGreens","2021-05-02 14:00:01 CEST","With 4 days to go, polls show that we could be on course for a record result. But we need your support to make it happen. If you can, please donate today, and help us to reach as many people as possible. https://members.greens.scot/donate. 💚",18,0,1,"https://www.facebook.com/17999726169/posts/10159257676786170"
"Scottish Conservatives","ScottishConservatives","2021-05-02 13:20:02 CEST","The evidence is clear - voting Scottish Conservative on your peach ballot is the only way to guarantee that we stop an SNP majority and stop indyref2. #PeachVoteTory",427,31,28,"https://www.facebook.com/136308776480/posts/10157933077351481"
